lat_index,lon_index,latitude,longitude,missing_count,valid_count,missing_fraction,longest_consecutive_missing,number_of_missing_runs,first_missing_date,last_missing_date
50,192,17.5,93.0,316,1103,0.222692036645525,156,3,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
51,192,17.75,93.0,316,1103,0.222692036645525,156,3,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
57,185,19.25,91.25,316,1103,0.222692036645525,156,3,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
58,186,19.5,91.5,316,1103,0.222692036645525,156,4,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
59,185,19.75,91.25,316,1103,0.222692036645525,156,4,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
59,186,19.75,91.5,316,1103,0.222692036645525,156,4,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
60,185,20.0,91.25,316,1103,0.222692036645525,156,4,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
54,188,18.5,92.0,316,1103,0.222692036645525,128,4,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
56,186,19.0,91.5,316,1103,0.222692036645525,128,4,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
36,210,14.0,97.5,312,1107,0.21987315010570824,172,3,2023-12-20T00:00:00.000000000,2024-11-19T00:00:00.000000000
37,210,14.25,97.5,312,1107,0.21987315010570824,172,3,2023-12-20T00:00:00.000000000,2024-11-19T00:00:00.000000000
51,191,17.75,92.75,312,1107,0.21987315010570824,156,4,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
52,190,18.0,92.5,312,1107,0.21987315010570824,156,4,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
39,208,14.75,97.0,312,1107,0.21987315010570824,140,4,2023-12-24T00:00:00.000000000,2024-11-19T00:00:00.000000000
42,203,15.5,95.75,312,1107,0.21987315010570824,140,4,2023-12-20T00:00:00.000000000,2024-11-19T00:00:00.000000000
47,193,16.75,93.25,308,1111,0.21705426356589147,156,5,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
